acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,status,artist,title,year,rank,artist1,title,artist2,artist3,artist4,artist5,artist6
0.297,https://api.spotify.com/v1/audio-analysis/2M9ULmQwTaTGmAdXaXpfz5,0.633,211160,0.673,2M9ULmQwTaTGmAdXaXpfz5,0,6,0.206,-6.403,0,0.258,86.776,4,https://api.spotify.com/v1/tracks/2M9ULmQwTaTGmAdXaXpfz5,audio_features,spotify:track:2M9ULmQwTaTGmAdXaXpfz5,0.659,74,Travie McCoy,Billionaire,2010,23,Travie McCoy,Billionaire,Bruno Mars,,,,,
0.529,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,0.855,248133,0.954,7Ie9W94M7OjPoZVV216Xus,0,0,0.205,-1.19,0,0.264,114.635,5,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,audio_features,spotify:track:7Ie9W94M7OjPoZVV216Xus,0.668,79,Eminem,Not Afraid,2010,24,Eminem,Not Afraid,,,,,,
0.173,https://api.spotify.com/v1/audio-analysis/4E5P1XyAFtrjpiIxkydly4,0.706,182307,0.751,4E5P1XyAFtrjpiIxkydly4,0,9,0.168,-6.323,1,0.0708,91.031,4,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,audio_features,spotify:track:4E5P1XyAFtrjpiIxkydly4,0.195,76,Iyaz,Replay,2010,25,Iyaz,Replay,,,,,,
0.0816,https://api.spotify.com/v1/audio-analysis/1HS7GTjTPbYX26wKOBbD1b,0.809,194347,0.562,1HS7GTjTPbYX26wKOBbD1b,0.000418,11,0.105,-7.694,0,0.0534,130.003,4,https://api.spotify.com/v1/tracks/1HS7GTjTPbYX26wKOBbD1b,audio_features,spotify:track:1HS7GTjTPbYX26wKOBbD1b,0.798,41,David Guetta,Sexy Chick,2010,26,David Guetta,Sexy Chick,Akon,,,,,
0.173,https://api.spotify.com/v1/audio-analysis/38xWaVFKaxZlMFvzNff2aW,0.63,261427,0.698,38xWaVFKaxZlMFvzNff2aW,0,10,0.0789,-4.51,1,0.0244,94.023,4,https://api.spotify.com/v1/tracks/38xWaVFKaxZlMFvzNff2aW,audio_features,spotify:track:38xWaVFKaxZlMFvzNff2aW,0.529,77,The Script,Breakeven,2010,27,The Script,Breakeven,,,,,,
0.00681,https://api.spotify.com/v1/audio-analysis/6vc2Jq2vaGu8z326kSrw92,0.826,187133,0.612,6vc2Jq2vaGu8z326kSrw92,0,1,0.0889,-3.891,1,0.0982,120.057,4,https://api.spotify.com/v1/tracks/6vc2Jq2vaGu8z326kSrw92,audio_features,spotify:track:6vc2Jq2vaGu8z326kSrw92,0.756,68,Ke$ha,Your Love Is My Drug,2010,28,Ke$ha,Your Love Is My Drug,,,,,,
0.0873,https://api.spotify.com/v1/audio-analysis/4kLLWz7srcuLKA7Et40PQR,0.743,289133,0.766,4kLLWz7srcuLKA7Et40PQR,0,0,0.509,-6.375,1,0.0265,127.96,4,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,audio_features,spotify:track:4kLLWz7srcuLKA7Et40PQR,0.61,77,The Black Eyed Peas,I Gotta Feeling,2010,29,The Black Eyed Peas,I Gotta Feeling,,,,,,
0.0294,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,0.591,228347,0.649,3DamFFqW32WihKkTVlwTYQ,0,3,0.133,-6.72,1,0.0417,90.002,4,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,audio_features,spotify:track:3DamFFqW32WihKkTVlwTYQ,0.489,80,Owl City,Fireflies,2010,30,Owl City,Fireflies,,,,,,
0.00453,https://api.spotify.com/v1/audio-analysis/1wkGTsSqUhvvXgi0yX9haQ,0.724,207547,0.87,1wkGTsSqUhvvXgi0yX9haQ,0,1,0.833,-3.614,0,0.113,93.01,4,https://api.spotify.com/v1/tracks/1wkGTsSqUhvvXgi0yX9haQ,audio_features,spotify:track:1wkGTsSqUhvvXgi0yX9haQ,0.81,61,Trey Songz,Say Aah,2010,31,Trey Songz,Say Aah,Fabolous,,,,,
0.0209,https://api.spotify.com/v1/audio-analysis/18PSaTJMLkFNWnW0NWdOAW,0.625,208947,0.613,18PSaTJMLkFNWnW0NWdOAW,0,6,0.0286,-6.005,0,0.173,96.034,4,https://api.spotify.com/v1/tracks/18PSaTJMLkFNWnW0NWdOAW,audio_features,spotify:track:18PSaTJMLkFNWnW0NWdOAW,0.737,58,Drake,Find Your Love,2010,32,Drake,Find Your Love,,,,,,
0.000397,https://api.spotify.com/v1/audio-analysis/3t4i2ZrrPcIZLgK7VNqD36,0.623,274213,0.793,3t4i2ZrrPcIZLgK7VNqD36,0.0015,11,0.375,-6.63,0,0.0462,98.998,4,https://api.spotify.com/v1/tracks/3t4i2ZrrPcIZLgK7VNqD36,audio_features,spotify:track:3t4i2ZrrPcIZLgK7VNqD36,0.36,69,Lady Gaga,Alejandro,2010,33,Lady Gaga,Alejandro,,,,,,
0.128,https://api.spotify.com/v1/audio-analysis/6OEolOOk9Gh9bqkdpfIOl0,0.442,215747,0.83,6OEolOOk9Gh9bqkdpfIOl0,0,9,0.129,-4.02,1,0.146,89.338,4,https://api.spotify.com/v1/tracks/6OEolOOk9Gh9bqkdpfIOl0,audio_features,spotify:track:6OEolOOk9Gh9bqkdpfIOl0,0.578,66,Jason Derulo,Ridin' Solo,2010,34,Jason Derulo,Ridin' Solo,,,,,,
0.0421,https://api.spotify.com/v1/audio-analysis/3ZdJffjzJWFimSQyxgGIxN,0.531,237800,0.752,3ZdJffjzJWFimSQyxgGIxN,0,1,0.12,-6.161,1,0.0305,89.917,4,https://api.spotify.com/v1/tracks/3ZdJffjzJWFimSQyxgGIxN,audio_features,spotify:track:3ZdJffjzJWFimSQyxgGIxN,0.103,73,Nelly,Just A Dream,2010,35,Nelly,Just A Dream,,,,,,
0.00248,https://api.spotify.com/v1/audio-analysis/1WtTLtofvcjQM3sXSMkDdX,0.784,201587,0.498,1WtTLtofvcjQM3sXSMkDdX,1.23E-06,1,0.224,-6.977,1,0.0533,143.96,4,https://api.spotify.com/v1/tracks/1WtTLtofvcjQM3sXSMkDdX,audio_features,spotify:track:1WtTLtofvcjQM3sXSMkDdX,0.418,62,Ludacris,How Low,2010,36,Ludacris,How Low,,,,,,
0.00676,https://api.spotify.com/v1/audio-analysis/5AyL2kgLtTWEu3qO3B9SqK,0.435,216893,0.837,5AyL2kgLtTWEu3qO3B9SqK,0,3,0.117,-8.126,1,0.449,124.913,4,https://api.spotify.com/v1/tracks/5AyL2kgLtTWEu3qO3B9SqK,audio_features,spotify:track:5AyL2kgLtTWEu3qO3B9SqK,0.778,70,Far*East Movement,Like A G6,2010,37,Far*East Movement,Like A G6,Cataracs,Dev,,,,
0.117,https://api.spotify.com/v1/audio-analysis/2DHc2e5bBn4UzY0ENVFrUl,0.478,232467,0.569,2DHc2e5bBn4UzY0ENVFrUl,0.0669,10,0.248,-6.764,0,0.148,95.988,4,https://api.spotify.com/v1/tracks/2DHc2e5bBn4UzY0ENVFrUl,audio_features,spotify:track:2DHc2e5bBn4UzY0ENVFrUl,0.259,64,Timbaland,Carry Out,2010,38,Timbaland,Carry Out,Justin Timberlake,,,,,
0.152,https://api.spotify.com/v1/audio-analysis/4fIWvT19w9PR0VVBuPYpWA,0.615,244587,0.733,4fIWvT19w9PR0VVBuPYpWA,0,8,0.109,-4.808,1,0.0335,122.58,4,https://api.spotify.com/v1/tracks/4fIWvT19w9PR0VVBuPYpWA,audio_features,spotify:track:4fIWvT19w9PR0VVBuPYpWA,0.796,73,Michael Buble,Haven't Met You Yet,2010,39,Michael Buble,Haven't Met You Yet,,,,,,
0.0283,https://api.spotify.com/v1/audio-analysis/6ebkx7Q5tTxrCxKq4GYj0Y,0.616,234560,0.869,6ebkx7Q5tTxrCxKq4GYj0Y,0,0,0.064,-3.911,1,0.0327,127.966,4,https://api.spotify.com/v1/tracks/6ebkx7Q5tTxrCxKq4GYj0Y,audio_features,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,0.473,70,Flo Rida,Club Can't Handle Me,2010,40,Flo Rida,Club Can't Handle Me,David Guetta,,,,,
0.0115,https://api.spotify.com/v1/audio-analysis/72vHUTRvvxMdCmSVeRU4fL,0.655,212107,0.687,72vHUTRvvxMdCmSVeRU4fL,0,2,0.0814,-4.632,1,0.0327,66.005,4,https://api.spotify.com/v1/tracks/72vHUTRvvxMdCmSVeRU4fL,audio_features,spotify:track:72vHUTRvvxMdCmSVeRU4fL,0.724,40,Jay Sean,Down,2010,41,Jay Sean,Down,Lil Wayne,,,,,
0.000813,https://api.spotify.com/v1/audio-analysis/3kMrazSvILsgcwtidZd1Qd,0.691,205733,0.881,3kMrazSvILsgcwtidZd1Qd,7.21E-05,3,0.0736,-2.686,0,0.0526,122.978,4,https://api.spotify.com/v1/tracks/3kMrazSvILsgcwtidZd1Qd,audio_features,spotify:track:3kMrazSvILsgcwtidZd1Qd,0.689,67,La Roux,Bulletproof,2010,42,La Roux,Bulletproof,,,,,,
0.0444,https://api.spotify.com/v1/audio-analysis/7xkQdy0cy5ymoWT7nedvLz,0.615,221253,0.711,7xkQdy0cy5ymoWT7nedvLz,0,11,0.145,-5.507,1,0.0779,144.036,4,https://api.spotify.com/v1/tracks/7xkQdy0cy5ymoWT7nedvLz,audio_features,spotify:track:7xkQdy0cy5ymoWT7nedvLz,0.711,73,Jason Derulo,Whatcha Say,2010,43,Jason Derulo,Whatcha Say,,,,,,
0.0544,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,0.656,214240,0.841,6epn3r7S14KUqlReYr77hA,0,5,0.122,-5.183,0,0.232,65.024,4,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,audio_features,spotify:track:6epn3r7S14KUqlReYr77hA,0.522,74,Justin Bieber,Baby,2010,44,Justin Bieber,Baby,Ludacris,,,,,
0.00706,https://api.spotify.com/v1/audio-analysis/2rDwdvBma1O1eLzo29p2cr,0.44,227320,0.683,2rDwdvBma1O1eLzo29p2cr,0,11,0.0593,-4.732,0,0.0489,185.948,4,https://api.spotify.com/v1/tracks/2rDwdvBma1O1eLzo29p2cr,audio_features,spotify:track:2rDwdvBma1O1eLzo29p2cr,0.445,66,Adam Lambert,Whataya Want From Me,2010,45,Adam Lambert,Whataya Want From Me,,,,,,
0.00422,https://api.spotify.com/v1/audio-analysis/67Io3gxHwfbUreBf114c0u,0.621,230773,0.774,67Io3gxHwfbUreBf114c0u,2.74E-06,7,0.148,-2.809,1,0.0305,121.079,4,https://api.spotify.com/v1/tracks/67Io3gxHwfbUreBf114c0u,audio_features,spotify:track:67Io3gxHwfbUreBf114c0u,0.688,59,Taylor Swift,Mine,2010,46,Taylor Swift,Mine,,,,,,
0.103,https://api.spotify.com/v1/audio-analysis/0AH6WMe3OlAlUb5miXt2FQ,0.786,235493,0.714,0AH6WMe3OlAlUb5miXt2FQ,7.76E-06,11,0.0746,-4.159,0,0.0389,125.922,4,https://api.spotify.com/v1/tracks/0AH6WMe3OlAlUb5miXt2FQ,audio_features,spotify:track:0AH6WMe3OlAlUb5miXt2FQ,0.71,72,Rihanna,Only Girl (In The World),2010,47,Rihanna,Only Girl (In The World),,,,,,
0.0273,https://api.spotify.com/v1/audio-analysis/1HfxPaJggVwFsvOtHbVzMz,0.589,212507,0.893,1HfxPaJggVwFsvOtHbVzMz,0,0,0.343,-2.948,1,0.0397,92.011,4,https://api.spotify.com/v1/tracks/1HfxPaJggVwFsvOtHbVzMz,audio_features,spotify:track:1HfxPaJggVwFsvOtHbVzMz,0.94,46,Kris Allen,Live Like We're Dying,2010,48,Kris Allen,Live Like We're Dying,,,,,,
0.0121,https://api.spotify.com/v1/audio-analysis/3YJkAQNEhmCZGLdmPsu6Ye,0.31,250600,0.746,3YJkAQNEhmCZGLdmPsu6Ye,0,1,0.649,-3.599,1,0.111,182.032,4,https://api.spotify.com/v1/tracks/3YJkAQNEhmCZGLdmPsu6Ye,audio_features,spotify:track:3YJkAQNEhmCZGLdmPsu6Ye,0.163,57,Rihanna,Hard,2010,49,Rihanna,Hard,Jeezy,,,,,
0.493,https://api.spotify.com/v1/audio-analysis/5u4MUjBCPUiP1cmWzfzqsY,0.423,255033,0.617,5u4MUjBCPUiP1cmWzfzqsY,0,0,0.294,-8.078,1,0.0775,141.16,4,https://api.spotify.com/v1/tracks/5u4MUjBCPUiP1cmWzfzqsY,audio_features,spotify:track:5u4MUjBCPUiP1cmWzfzqsY,0.321,13,Jay-Z + Mr. Hudson,Young Forever,2010,50,Jay-Z + Mr. Hudson,Young Forever,,,,,,
0.0843,https://api.spotify.com/v1/audio-analysis/7lWUJpax919G4JdaFEVmCy,0.752,172053,0.836,7lWUJpax919G4JdaFEVmCy,0.000425,10,0.424,-3.173,1,0.115,120.003,4,https://api.spotify.com/v1/tracks/7lWUJpax919G4JdaFEVmCy,audio_features,spotify:track:7lWUJpax919G4JdaFEVmCy,0.519,61,Ke$ha,Blah Blah Blah,2010,51,Ke$ha,Blah Blah Blah,3OH!3,,,,,
0.0205,https://api.spotify.com/v1/audio-analysis/2IpGdrWvIZipmaxo1YRxw5,0.845,242013,0.601,2IpGdrWvIZipmaxo1YRxw5,0,1,0.385,-5.283,1,0.161,74.008,4,https://api.spotify.com/v1/tracks/2IpGdrWvIZipmaxo1YRxw5,audio_features,spotify:track:2IpGdrWvIZipmaxo1YRxw5,0.329,69,Trey Songz,Bottoms Up,2010,52,Trey Songz,Bottoms Up,Nicki Minaj,,,,,
0.00409,https://api.spotify.com/v1/audio-analysis/0v9ymh4hpycnZMNeAuKP99,0.587,231507,0.751,0v9ymh4hpycnZMNeAuKP99,0.733,1,0.0607,-7.994,1,0.0329,109.896,4,https://api.spotify.com/v1/tracks/0v9ymh4hpycnZMNeAuKP99,audio_features,spotify:track:0v9ymh4hpycnZMNeAuKP99,0.243,0,Jay Sean,Do You Remember,2010,53,Jay Sean,Do You Remember,Sean Paul,Lil Jon,,,,
0.284,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,0.53,238000,0.95,5XRHGXut00SrJUFmcn2lQF,1.01E-05,0,0.211,-3.526,1,0.0503,146.035,4,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,audio_features,spotify:track:5XRHGXut00SrJUFmcn2lQF,0.733,64,OneRepublic,All The Right Moves,2010,54,OneRepublic,All The Right Moves,,,,,,
0.0222,https://api.spotify.com/v1/audio-analysis/3SC4yUuwlSL8NvsYgo7B0M,0.613,200253,0.917,3SC4yUuwlSL8NvsYgo7B0M,5.86E-06,5,0.105,-2.549,1,0.054,131.007,4,https://api.spotify.com/v1/tracks/3SC4yUuwlSL8NvsYgo7B0M,audio_features,spotify:track:3SC4yUuwlSL8NvsYgo7B0M,0.538,45,Orianthi,According To You,2010,55,Orianthi,According To You,,,,,,
0.172,https://api.spotify.com/v1/audio-analysis/3bMNprrp2JDKZsGbiXpsJl,0.624,216933,0.723,3bMNprrp2JDKZsGbiXpsJl,0,1,0.483,-6.782,1,0.378,84.789,4,https://api.spotify.com/v1/tracks/3bMNprrp2JDKZsGbiXpsJl,audio_features,spotify:track:3bMNprrp2JDKZsGbiXpsJl,0.757,66,Ludacris,My Chick Bad,2010,56,Ludacris,My Chick Bad,Nicki Minaj,,,,,
0.178,https://api.spotify.com/v1/audio-analysis/1GEBsLDvJGw7kviySRI6GX,0.687,232120,0.745,1GEBsLDvJGw7kviySRI6GX,1.59E-05,6,0.111,-4.432,1,0.0379,129.966,4,https://api.spotify.com/v1/tracks/1GEBsLDvJGw7kviySRI6GX,audio_features,spotify:track:1GEBsLDvJGw7kviySRI6GX,0.435,72,Taylor Swift,You Belong With Me,2010,57,Taylor Swift,You Belong With Me,,,,,,
0.00474,https://api.spotify.com/v1/audio-analysis/3F9ByoUqu31xU0I3G5xfVg,0.798,284373,0.629,3F9ByoUqu31xU0I3G5xfVg,2.17E-05,11,0.324,-6.857,0,0.0735,130,4,https://api.spotify.com/v1/tracks/3F9ByoUqu31xU0I3G5xfVg,audio_features,spotify:track:3F9ByoUqu31xU0I3G5xfVg,0.4,67,The Black Eyed Peas,Meet Me Halfway,2010,58,The Black Eyed Peas,Meet Me Halfway,,,,,,
4.14E-05,https://api.spotify.com/v1/audio-analysis/0WCiI0ddWiu5F2kSHgfw5S,0.729,215200,0.675,0WCiI0ddWiu5F2kSHgfw5S,0.00126,5,0.0867,-5.292,0,0.0286,125.036,4,https://api.spotify.com/v1/tracks/0WCiI0ddWiu5F2kSHgfw5S,audio_features,spotify:track:0WCiI0ddWiu5F2kSHgfw5S,0.74,63,Ke$ha,Take It Off,2010,59,Ke$ha,Take It Off,,,,,,
0.759,https://api.spotify.com/v1/audio-analysis/2Gnsof1hvZzjE1xdLRpjtf,0.489,272573,0.57,2Gnsof1hvZzjE1xdLRpjtf,2.10E-06,1,0.179,-10.291,1,0.306,185.516,4,https://api.spotify.com/v1/tracks/2Gnsof1hvZzjE1xdLRpjtf,audio_features,spotify:track:2Gnsof1hvZzjE1xdLRpjtf,0.584,63,Drake,Over,2010,60,Drake,Over,,,,,,
0.00034,https://api.spotify.com/v1/audio-analysis/0l4DTppOxy7NUaEcwXuOb6,0.482,212307,0.829,0l4DTppOxy7NUaEcwXuOb6,0,5,0.378,-5.576,1,0.0437,147.99,4,https://api.spotify.com/v1/tracks/0l4DTppOxy7NUaEcwXuOb6,audio_features,spotify:track:0l4DTppOxy7NUaEcwXuOb6,0.739,62,Neon Trees,Animal,2010,61,Neon Trees,Animal,,,,,,
0.000313,https://api.spotify.com/v1/audio-analysis/557idQwt2bQnRz9CI0zguR,0.703,216200,0.812,557idQwt2bQnRz9CI0zguR,0,4,0.199,-4.873,0,0.0422,102.982,4,https://api.spotify.com/v1/tracks/557idQwt2bQnRz9CI0zguR,audio_features,spotify:track:557idQwt2bQnRz9CI0zguR,0.711,54,Maroon 5,Misery,2010,62,Maroon 5,Misery,,,,,,
0.0127,https://api.spotify.com/v1/audio-analysis/5uHYcK0nbEYgRaFTY5BqnP,0.549,196133,0.932,5uHYcK0nbEYgRaFTY5BqnP,0,8,0.347,-4.11,0,0.343,82.439,4,https://api.spotify.com/v1/tracks/5uHYcK0nbEYgRaFTY5BqnP,audio_features,spotify:track:5uHYcK0nbEYgRaFTY5BqnP,0.787,64,B.o.B,Magic,2010,63,B.o.B,Magic,Rivers Cuomo,,,,,
0.113,https://api.spotify.com/v1/audio-analysis/02XnQdf7sipaKBBHixz3Zp,0.762,208307,0.692,02XnQdf7sipaKBBHixz3Zp,0,5,0.094,-3.973,0,0.0438,114.906,4,https://api.spotify.com/v1/tracks/02XnQdf7sipaKBBHixz3Zp,audio_features,spotify:track:02XnQdf7sipaKBBHixz3Zp,0.397,70,Lady Gaga,Paparazzi,2010,64,Lady Gaga,Paparazzi,,,,,,
0.0104,https://api.spotify.com/v1/audio-analysis/6bbbvbFBE4ACieC5R3548R,0.42,178808,0.787,6bbbvbFBE4ACieC5R3548R,0,8,0.198,-4.467,1,0.294,97.967,4,https://api.spotify.com/v1/tracks/6bbbvbFBE4ACieC5R3548R,audio_features,spotify:track:6bbbvbFBE4ACieC5R3548R,0.38,42,New Boyz,Tie Me Down,2010,65,New Boyz,Tie Me Down,Ray J,,,,,
0.00204,https://api.spotify.com/v1/audio-analysis/1RFQ0GKqmnsg2EB3kH6J5o,0.424,245253,0.52,1RFQ0GKqmnsg2EB3kH6J5o,0.00413,11,0.411,-10.231,1,0.343,189.613,4,https://api.spotify.com/v1/tracks/1RFQ0GKqmnsg2EB3kH6J5o,audio_features,spotify:track:1RFQ0GKqmnsg2EB3kH6J5o,0.184,57,Nicki Minaj,Your Love,2010,66,Nicki Minaj,Your Love,,,,,,
0.00112,https://api.spotify.com/v1/audio-analysis/3E7dfMvvCLUddWissuqMwr,0.652,202067,0.698,3E7dfMvvCLUddWissuqMwr,0.000115,10,0.0886,-4.667,0,0.042,96.021,4,https://api.spotify.com/v1/tracks/3E7dfMvvCLUddWissuqMwr,audio_features,spotify:track:3E7dfMvvCLUddWissuqMwr,0.47,81,Miley Cyrus,Party In The U.S.A.,2010,67,Miley Cyrus,Party In The U.S.A.,,,,,,
0.0324,https://api.spotify.com/v1/audio-analysis/6wN4nT2qy3MQc098yL3Eu9,0.692,276560,0.736,6wN4nT2qy3MQc098yL3Eu9,0,1,0.0787,-5.109,1,0.11,73.987,4,https://api.spotify.com/v1/tracks/6wN4nT2qy3MQc098yL3Eu9,audio_features,spotify:track:6wN4nT2qy3MQc098yL3Eu9,0.217,58,Chris Brown,Deuces,2010,68,Chris Brown,Deuces,Tyga,Kevin McCall,,,,
0.0452,https://api.spotify.com/v1/audio-analysis/6pymOcrCnMuCWdgGVTvUgP,0.697,213173,0.709,6pymOcrCnMuCWdgGVTvUgP,0,5,0.138,-1.917,0,0.0455,134.91,4,https://api.spotify.com/v1/tracks/6pymOcrCnMuCWdgGVTvUgP,audio_features,spotify:track:6pymOcrCnMuCWdgGVTvUgP,0.787,62,Britney Spears,3,2010,69,Britney Spears,3,,,,,,
0.385,https://api.spotify.com/v1/audio-analysis/45EDI3rk0f4cAMt9f8b56R,0.599,226533,0.624,45EDI3rk0f4cAMt9f8b56R,0,8,0.125,-3.631,1,0.0343,90.034,4,https://api.spotify.com/v1/tracks/45EDI3rk0f4cAMt9f8b56R,audio_features,spotify:track:45EDI3rk0f4cAMt9f8b56R,0.539,70,Shontelle,Impossible,2010,70,Shontelle,Impossible,,,,,,
0.275,https://api.spotify.com/v1/audio-analysis/5UsLjwBaTHBX4ektWIr4XX,0.385,357707,0.908,5UsLjwBaTHBX4ektWIr4XX,0,5,0.223,-2.428,0,0.389,79.275,4,https://api.spotify.com/v1/tracks/5UsLjwBaTHBX4ektWIr4XX,audio_features,spotify:track:5UsLjwBaTHBX4ektWIr4XX,0.538,66,Drake,Forever,2010,71,Drake,Forever,Kanye West,Lil Wayne,Eminem,,,
0.189,https://api.spotify.com/v1/audio-analysis/1MaqkdFNIKPdpQGDzme5ss,0.521,242840,0.702,1MaqkdFNIKPdpQGDzme5ss,0,0,0.0962,-5.189,1,0.0331,127.976,4,https://api.spotify.com/v1/tracks/1MaqkdFNIKPdpQGDzme5ss,audio_features,spotify:track:1MaqkdFNIKPdpQGDzme5ss,0.25,64,Boys Like Girls,Two Is Better Than One,2010,72,Boys Like Girls,Two Is Better Than One,Taylor Swift,,,,,
0.00564,https://api.spotify.com/v1/audio-analysis/17tDv8WA8IhqE8qzuQn707,0.682,192440,0.889,17tDv8WA8IhqE8qzuQn707,0,0,0.36,-4.166,1,0.0804,138.021,4,https://api.spotify.com/v1/tracks/17tDv8WA8IhqE8qzuQn707,audio_features,spotify:track:17tDv8WA8IhqE8qzuQn707,0.827,62,3OH!3,My First Kiss,2010,73,3OH!3,My First Kiss,Ke$ha,,,,,
0.217,https://api.spotify.com/v1/audio-analysis/7ceIquYtiTYlgSSm7PqUf9,0.209,281560,0.872,7ceIquYtiTYlgSSm7PqUf9,0,9,0.0768,-2.996,1,0.0757,78.139,4,https://api.spotify.com/v1/tracks/7ceIquYtiTYlgSSm7PqUf9,audio_features,spotify:track:7ceIquYtiTYlgSSm7PqUf9,0.294,57,Kelly Clarkson,Already Gone,2010,74,Kelly Clarkson,Already Gone,,,,,,
0.0172,https://api.spotify.com/v1/audio-analysis/2WQ09wqQBIOor7Q0VpIDBK,0.715,268840,0.907,2WQ09wqQBIOor7Q0VpIDBK,8.39E-05,7,0.426,-6.025,0,0.0993,124.992,4,https://api.spotify.com/v1/tracks/2WQ09wqQBIOor7Q0VpIDBK,audio_features,spotify:track:2WQ09wqQBIOor7Q0VpIDBK,0.841,57,The Black Eyed Peas,Rock That Body,2010,75,The Black Eyed Peas,Rock That Body,,,,,,
0.098,https://api.spotify.com/v1/audio-analysis/1NhPKVLsHhFUHIOZ32QnS2,0.515,224693,0.767,1NhPKVLsHhFUHIOZ32QnS2,0,2,0.121,-6.199,1,0.0352,148.024,4,https://api.spotify.com/v1/tracks/1NhPKVLsHhFUHIOZ32QnS2,audio_features,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,0.38,76,OneRepublic,Secrets,2010,76,OneRepublic,Secrets,,,,,,
0.0211,https://api.spotify.com/v1/audio-analysis/1YaVmBh7EAeR54FIjuFcb5,0.629,202587,0.906,1YaVmBh7EAeR54FIjuFcb5,1.17E-06,10,0.0551,-5.393,0,0.0583,132.64,4,https://api.spotify.com/v1/tracks/1YaVmBh7EAeR54FIjuFcb5,audio_features,spotify:track:1YaVmBh7EAeR54FIjuFcb5,0.847,64,Selena Gomez,Naturally,2010,77,Selena Gomez,Naturally,The Scene,,,,,
0.732,https://api.spotify.com/v1/audio-analysis/4JOP8ELK6AaeySe7sKe996,0.595,249240,0.507,4JOP8ELK6AaeySe7sKe996,1.97E-05,7,0.106,-7.892,1,0.0618,86.099,4,https://api.spotify.com/v1/tracks/4JOP8ELK6AaeySe7sKe996,audio_features,spotify:track:4JOP8ELK6AaeySe7sKe996,0.337,64,Alicia Keys,Un-Thinkable (I'm Ready),2010,78,Alicia Keys,Un-Thinkable (I'm Ready),,,,,,
0.0104,https://api.spotify.com/v1/audio-analysis/6u5M4jPpYkoRV4vVHDQvkd,0.549,227293,0.791,6u5M4jPpYkoRV4vVHDQvkd,0,10,0.444,-3.535,1,0.133,150.094,4,https://api.spotify.com/v1/tracks/6u5M4jPpYkoRV4vVHDQvkd,audio_features,spotify:track:6u5M4jPpYkoRV4vVHDQvkd,0.293,71,DJ Khaled,All I Do Is Win,2010,79,DJ Khaled,All I Do Is Win,T-Pain,Ludacris,Snoop Dogg,Rick Ross,,
0.0481,https://api.spotify.com/v1/audio-analysis/6H2wnX7ytNeCKERIVqCwgs,0.4,249547,0.944,6H2wnX7ytNeCKERIVqCwgs,0,7,0.345,-2.902,1,0.184,124.224,5,https://api.spotify.com/v1/tracks/6H2wnX7ytNeCKERIVqCwgs,audio_features,spotify:track:6H2wnX7ytNeCKERIVqCwgs,0.574,54,Kevin Rudolf,I Made It (Cash Money Heroes),2010,80,Kevin Rudolf,I Made It (Cash Money Heroes),Birdman,Jay Sean,& Lil Wayne,,,
0.329,https://api.spotify.com/v1/audio-analysis/0JcKdUGNR7zI4jJDLyYXbi,0.702,247587,0.795,0JcKdUGNR7zI4jJDLyYXbi,0,1,0.0505,-4.764,1,0.0568,83.961,4,https://api.spotify.com/v1/tracks/0JcKdUGNR7zI4jJDLyYXbi,audio_features,spotify:track:0JcKdUGNR7zI4jJDLyYXbi,0.836,63,Sugarland,Stuck Like Glue,2010,81,Sugarland,Stuck Like Glue,,,,,,
0.000176,https://api.spotify.com/v1/audio-analysis/030OCtLMrljNhp8OWHBWW3,0.59,224093,0.698,030OCtLMrljNhp8OWHBWW3,0,11,0.107,-4.262,1,0.0286,95.975,4,https://api.spotify.com/v1/tracks/030OCtLMrljNhp8OWHBWW3,audio_features,spotify:track:030OCtLMrljNhp8OWHBWW3,0.352,60,Usher,Hey Daddy (Daddy's Home),2010,82,Usher,Hey Daddy (Daddy's Home),Plies,,,,,
0.175,https://api.spotify.com/v1/audio-analysis/6IUiqtI8tE49sqGbmtrNd8,0.626,281293,0.52,6IUiqtI8tE49sqGbmtrNd8,0,9,0.13,-8.077,0,0.0892,77.468,4,https://api.spotify.com/v1/tracks/6IUiqtI8tE49sqGbmtrNd8,audio_features,spotify:track:6IUiqtI8tE49sqGbmtrNd8,0.257,58,Usher,There Goes My Baby,2010,83,Usher,There Goes My Baby,,,,,,
