acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,0
0.978,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,0.454,196077.0,0.111,43zdsphuZLzwA9k4DJhU0I,5.89e-05,4.0,0.0898,-14.038,1.0,0.0635,124.155,3.0,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,audio_features,spotify:track:43zdsphuZLzwA9k4DJhU0I,0.187,
0.45,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,0.741,171030.0,0.52,6Qs4SXO9dwPj5GKvVOv8Ki,1.97e-06,8.0,0.222,-7.513,1.0,0.0656,102.998,4.0,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,audio_features,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,0.347,
0.0691,https://api.spotify.com/v1/audio-analysis/25sgk305KZfyuqVBQIahim,0.719,187436.0,0.704,25sgk305KZfyuqVBQIahim,0.0,1.0,0.166,-4.724,1.0,0.0476,133.002,4.0,https://api.spotify.com/v1/tracks/25sgk305KZfyuqVBQIahim,audio_features,spotify:track:25sgk305KZfyuqVBQIahim,0.628,
0.592,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,0.778,178627.0,0.317,6ocbgoVGwYJhOv1GgI9NsF,0.0,1.0,0.0881,-10.732,0.0,0.334,140.048,4.0,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327,
0.0149,https://api.spotify.com/v1/audio-analysis/1Ohg3i1ZV1oQcRzDRYFd5p,0.827,148652.0,0.573,1Ohg3i1ZV1oQcRzDRYFd5p,0.0,11.0,0.157,-5.936,0.0,0.202,99.951,4.0,https://api.spotify.com/v1/tracks/1Ohg3i1ZV1oQcRzDRYFd5p,audio_features,spotify:track:1Ohg3i1ZV1oQcRzDRYFd5p,0.57,
0.74,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,0.652,169354.0,0.557,2qxmye6gAegTMjLKEBoR3d,0.0,1.0,0.124,-5.714,0.0,0.0318,150.073,4.0,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,audio_features,spotify:track:2qxmye6gAegTMjLKEBoR3d,0.483,
0.0484,https://api.spotify.com/v1/audio-analysis/2VglI9HaCwWBOIjQdbDQ0D,0.573,203037.0,0.767,2VglI9HaCwWBOIjQdbDQ0D,8e-06,11.0,0.112,-6.182,0.0,0.0781,179.958,4.0,https://api.spotify.com/v1/tracks/2VglI9HaCwWBOIjQdbDQ0D,audio_features,spotify:track:2VglI9HaCwWBOIjQdbDQ0D,0.63,
0.139,https://api.spotify.com/v1/audio-analysis/79JoAfAjEcCtFYyeJCGwkK,0.768,146866.0,0.94,79JoAfAjEcCtFYyeJCGwkK,0.0,7.0,0.104,-4.436,1.0,0.331,133.988,4.0,https://api.spotify.com/v1/tracks/79JoAfAjEcCtFYyeJCGwkK,audio_features,spotify:track:79JoAfAjEcCtFYyeJCGwkK,0.404,
0.0623,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,0.791,156347.0,0.565,5icOoE6VgqFKohjWWNp0Ac,0.0,5.0,0.156,-3.933,0.0,0.0439,99.961,4.0,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,audio_features,spotify:track:5icOoE6VgqFKohjWWNp0Ac,0.181,
0.249,https://api.spotify.com/v1/audio-analysis/5NfDT2t5fcHskz64BP9TjH,0.646,201980.0,0.627,5NfDT2t5fcHskz64BP9TjH,2.68e-05,10.0,0.155,-6.353,0.0,0.0743,104.74,4.0,https://api.spotify.com/v1/tracks/5NfDT2t5fcHskz64BP9TjH,audio_features,spotify:track:5NfDT2t5fcHskz64BP9TjH,0.813,
0.0766,https://api.spotify.com/v1/audio-analysis/1BMfojwi8eKlVtGOEfJw17,0.714,186797.0,0.687,1BMfojwi8eKlVtGOEfJw17,4.35e-05,1.0,0.0725,-3.641,0.0,0.0374,99.962,4.0,https://api.spotify.com/v1/tracks/1BMfojwi8eKlVtGOEfJw17,audio_features,spotify:track:1BMfojwi8eKlVtGOEfJw17,0.539,
0.13,https://api.spotify.com/v1/audio-analysis/7iNiRaxUOvd4seviLprqeb,0.756,181691.0,0.596,7iNiRaxUOvd4seviLprqeb,0.0,0.0,0.216,-5.473,0.0,0.0359,102.005,4.0,https://api.spotify.com/v1/tracks/7iNiRaxUOvd4seviLprqeb,audio_features,spotify:track:7iNiRaxUOvd4seviLprqeb,0.683,
0.0337,https://api.spotify.com/v1/audio-analysis/7AJflREyNWWfSOo1GOQxvj,0.806,198853.0,0.649,7AJflREyNWWfSOo1GOQxvj,0.0,7.0,0.13,-6.999,0.0,0.0619,113.014,4.0,https://api.spotify.com/v1/tracks/7AJflREyNWWfSOo1GOQxvj,audio_features,spotify:track:7AJflREyNWWfSOo1GOQxvj,0.367,
0.12,https://api.spotify.com/v1/audio-analysis/6I3ZRRax89Im1a5RueF5SY,0.705,175263.0,0.789,6I3ZRRax89Im1a5RueF5SY,0.0,2.0,0.0809,-4.073,1.0,0.0616,97.006,4.0,https://api.spotify.com/v1/tracks/6I3ZRRax89Im1a5RueF5SY,audio_features,spotify:track:6I3ZRRax89Im1a5RueF5SY,0.637,
0.177,https://api.spotify.com/v1/audio-analysis/2kDVTfMiMP8ignU2hU2yCB,0.703,194707.0,0.812,2kDVTfMiMP8ignU2hU2yCB,0.0,7.0,0.228,-4.744,1.0,0.245,92.037,4.0,https://api.spotify.com/v1/tracks/2kDVTfMiMP8ignU2hU2yCB,audio_features,spotify:track:2kDVTfMiMP8ignU2hU2yCB,0.626,
0.0964,https://api.spotify.com/v1/audio-analysis/2bmSoVE0rXEI6fGuy14QyA,0.699,193411.0,0.679,2bmSoVE0rXEI6fGuy14QyA,0.0,2.0,0.166,-5.853,0.0,0.043,143.949,4.0,https://api.spotify.com/v1/tracks/2bmSoVE0rXEI6fGuy14QyA,audio_features,spotify:track:2bmSoVE0rXEI6fGuy14QyA,0.546,
0.556,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,0.76,158040.0,0.479,3KkXRkHbMCARz0aVfEt68P,0.0,2.0,0.0703,-5.574,1.0,0.0466,89.911,4.0,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.913,
0.595,https://api.spotify.com/v1/audio-analysis/2SLn2MQzKGwCJXFF6Gntg7,0.781,215713.0,0.535,2SLn2MQzKGwCJXFF6Gntg7,0.0,6.0,0.0694,-7.403,0.0,0.248,144.875,4.0,https://api.spotify.com/v1/tracks/2SLn2MQzKGwCJXFF6Gntg7,audio_features,spotify:track:2SLn2MQzKGwCJXFF6Gntg7,0.483,
0.016,https://api.spotify.com/v1/audio-analysis/5itOtNx0WxtJmi1TQ3RuRd,0.807,229184.0,0.887,5itOtNx0WxtJmi1TQ3RuRd,0.000503,1.0,0.0811,-4.311,0.0,0.0361,122.015,4.0,https://api.spotify.com/v1/tracks/5itOtNx0WxtJmi1TQ3RuRd,audio_features,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,0.606,
0.112,https://api.spotify.com/v1/audio-analysis/0K3ndEOFiWz9xrh8xHa4vZ,0.826,193721.0,0.759,0K3ndEOFiWz9xrh8xHa4vZ,2.53e-05,6.0,0.205,-6.234,1.0,0.126,112.037,4.0,https://api.spotify.com/v1/tracks/0K3ndEOFiWz9xrh8xHa4vZ,audio_features,spotify:track:0K3ndEOFiWz9xrh8xHa4vZ,0.775,
0.547,https://api.spotify.com/v1/audio-analysis/2XKFnwB6djxrJCjR3PdeRb,0.577,163973.0,0.578,2XKFnwB6djxrJCjR3PdeRb,0.59,0.0,0.264,-9.146,0.0,0.0906,84.965,4.0,https://api.spotify.com/v1/tracks/2XKFnwB6djxrJCjR3PdeRb,audio_features,spotify:track:2XKFnwB6djxrJCjR3PdeRb,0.367,
0.267,https://api.spotify.com/v1/audio-analysis/513USzRJreYwoYoIsqrvB2,0.867,199488.0,0.632,513USzRJreYwoYoIsqrvB2,5.26e-06,11.0,0.216,-5.408,1.0,0.189,126.996,4.0,https://api.spotify.com/v1/tracks/513USzRJreYwoYoIsqrvB2,audio_features,spotify:track:513USzRJreYwoYoIsqrvB2,0.784,
0.705,https://api.spotify.com/v1/audio-analysis/2H4gf1wLxvYreMj1jcaN0k,0.551,196493.0,0.537,2H4gf1wLxvYreMj1jcaN0k,0.0,11.0,0.0802,-7.595,1.0,0.034,126.421,4.0,https://api.spotify.com/v1/tracks/2H4gf1wLxvYreMj1jcaN0k,audio_features,spotify:track:2H4gf1wLxvYreMj1jcaN0k,0.493,
0.799,https://api.spotify.com/v1/audio-analysis/60G0YTBb4gtAgb0ODAPNAn,0.716,185942.0,0.572,60G0YTBb4gtAgb0ODAPNAn,1.89e-06,9.0,0.0793,-5.095,0.0,0.0391,113.779,4.0,https://api.spotify.com/v1/tracks/60G0YTBb4gtAgb0ODAPNAn,audio_features,spotify:track:60G0YTBb4gtAgb0ODAPNAn,0.64,
0.453,https://api.spotify.com/v1/audio-analysis/6pa0cDzwcgekEdoLqTXoTS,0.474,236386.0,0.656,6pa0cDzwcgekEdoLqTXoTS,0.0206,4.0,0.299,-6.658,0.0,0.0613,80.848,4.0,https://api.spotify.com/v1/tracks/6pa0cDzwcgekEdoLqTXoTS,audio_features,spotify:track:6pa0cDzwcgekEdoLqTXoTS,0.374,
0.335,https://api.spotify.com/v1/audio-analysis/1zVfFnkHv8ubJRXT30d4T3,0.733,196477.0,0.48,1zVfFnkHv8ubJRXT30d4T3,0.0,2.0,0.232,-5.828,1.0,0.0401,133.056,3.0,https://api.spotify.com/v1/tracks/1zVfFnkHv8ubJRXT30d4T3,audio_features,spotify:track:1zVfFnkHv8ubJRXT30d4T3,0.488,
0.751,https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc,0.501,182161.0,0.405,2TIlqbIneP0ZY1O0EzYLlc,0.0,1.0,0.105,-5.679,1.0,0.0319,109.891,4.0,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,audio_features,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,0.446,
0.172,https://api.spotify.com/v1/audio-analysis/3id2EVGKc3eFAMn9nFnB0r,0.538,205440.0,0.409,3id2EVGKc3eFAMn9nFnB0r,0.0,9.0,0.11,-6.581,0.0,0.0505,171.838,4.0,https://api.spotify.com/v1/tracks/3id2EVGKc3eFAMn9nFnB0r,audio_features,spotify:track:3id2EVGKc3eFAMn9nFnB0r,0.265,
0.0421,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,0.726,190440.0,0.554,4kV4N9D1iKVxx1KLvtTpjS,0.0,5.0,0.106,-5.29,0.0,0.0917,169.999,4.0,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,audio_features,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,0.335,
0.407,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,0.791,179449.0,0.587,3Ol2xnObFdKV9pmRD2t9x8,0.0,3.0,0.148,-5.075,0.0,0.0413,96.057,4.0,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,audio_features,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,0.536,
0.316,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,0.741,168840.0,0.447,6IRdLKIyS4p7XNiP8r6rsx,0.121,8.0,0.187,-9.015,0.0,0.388,184.98,4.0,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,audio_features,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,0.551,
0.0765,https://api.spotify.com/v1/audio-analysis/6zeeWid2sgw4lap2jV61PZ,0.596,229320.0,0.552,6zeeWid2sgw4lap2jV61PZ,0.334,0.0,0.104,-10.278,0.0,0.097,97.949,4.0,https://api.spotify.com/v1/tracks/6zeeWid2sgw4lap2jV61PZ,audio_features,spotify:track:6zeeWid2sgw4lap2jV61PZ,0.112,
0.255,https://api.spotify.com/v1/audio-analysis/79esEXlqqmq0GPz0xQSZTV,0.713,201200.0,0.738,79esEXlqqmq0GPz0xQSZTV,0.0,10.0,0.106,-6.784,1.0,0.374,105.027,4.0,https://api.spotify.com/v1/tracks/79esEXlqqmq0GPz0xQSZTV,audio_features,spotify:track:79esEXlqqmq0GPz0xQSZTV,0.425,
0.176,https://api.spotify.com/v1/audio-analysis/7COXchtUOMd6uIT6HvmRaI,0.599,162583.0,0.733,7COXchtUOMd6uIT6HvmRaI,0.0,11.0,0.242,-7.058,1.0,0.203,102.211,4.0,https://api.spotify.com/v1/tracks/7COXchtUOMd6uIT6HvmRaI,audio_features,spotify:track:7COXchtUOMd6uIT6HvmRaI,0.534,
0.297,https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C,0.752,201661.0,0.488,5p7ujcrUXASCNwRaWNHR1C,9.11e-06,6.0,0.0936,-7.05,1.0,0.0705,136.041,4.0,https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C,audio_features,spotify:track:5p7ujcrUXASCNwRaWNHR1C,0.533,
0.322,https://api.spotify.com/v1/audio-analysis/0VWTSWZVask2dSMShSphvM,0.793,209266.0,0.551,0VWTSWZVask2dSMShSphvM,0.0,6.0,0.186,-5.909,0.0,0.0795,142.066,4.0,https://api.spotify.com/v1/tracks/0VWTSWZVask2dSMShSphvM,audio_features,spotify:track:0VWTSWZVask2dSMShSphvM,0.572,
0.704,https://api.spotify.com/v1/audio-analysis/6tsOcBnaKgzK22yEiqRh8P,0.892,158587.0,0.507,6tsOcBnaKgzK22yEiqRh8P,3.14e-05,0.0,0.109,-8.282,1.0,0.378,143.96,4.0,https://api.spotify.com/v1/tracks/6tsOcBnaKgzK22yEiqRh8P,audio_features,spotify:track:6tsOcBnaKgzK22yEiqRh8P,0.695,
0.44,https://api.spotify.com/v1/audio-analysis/4JP5xrNLDGEgPGaiGQ7yvV,0.717,165598.0,0.692,4JP5xrNLDGEgPGaiGQ7yvV,0.0,0.0,0.127,-3.839,0.0,0.115,116.87,4.0,https://api.spotify.com/v1/tracks/4JP5xrNLDGEgPGaiGQ7yvV,audio_features,spotify:track:4JP5xrNLDGEgPGaiGQ7yvV,0.712,
0.145,https://api.spotify.com/v1/audio-analysis/7eBqSVxrzQZtK2mmgRG6lC,0.759,268434.0,0.73,7eBqSVxrzQZtK2mmgRG6lC,3.06e-06,0.0,0.11,-7.985,0.0,0.0516,115.007,4.0,https://api.spotify.com/v1/tracks/7eBqSVxrzQZtK2mmgRG6lC,audio_features,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,0.74,
0.0529,https://api.spotify.com/v1/audio-analysis/0A5gdlrpAuQqZ2iFgnqBFW,0.813,173067.0,0.761,0A5gdlrpAuQqZ2iFgnqBFW,0.0119,10.0,0.337,-5.687,0.0,0.085,124.957,4.0,https://api.spotify.com/v1/tracks/0A5gdlrpAuQqZ2iFgnqBFW,audio_features,spotify:track:0A5gdlrpAuQqZ2iFgnqBFW,0.29,
0.934,https://api.spotify.com/v1/audio-analysis/1NJcg626wLln4pGHpiV7mf,0.351,200186.0,0.296,1NJcg626wLln4pGHpiV7mf,0.0,4.0,0.095,-10.109,0.0,0.0333,115.284,4.0,https://api.spotify.com/v1/tracks/1NJcg626wLln4pGHpiV7mf,audio_features,spotify:track:1NJcg626wLln4pGHpiV7mf,0.12,
0.0797,https://api.spotify.com/v1/audio-analysis/507tQXutCPYNFkpOq8tmKF,0.752,208812.0,0.706,507tQXutCPYNFkpOq8tmKF,0.000752,5.0,0.129,-6.274,1.0,0.0636,125.041,4.0,https://api.spotify.com/v1/tracks/507tQXutCPYNFkpOq8tmKF,audio_features,spotify:track:507tQXutCPYNFkpOq8tmKF,0.33,
0.387,https://api.spotify.com/v1/audio-analysis/3Tc57t9l2O8FwQZtQOvPXK,0.938,179889.0,0.311,3Tc57t9l2O8FwQZtQOvPXK,0.000126,1.0,0.104,-11.206,0.0,0.376,100.014,4.0,https://api.spotify.com/v1/tracks/3Tc57t9l2O8FwQZtQOvPXK,audio_features,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,0.557,
0.00791,https://api.spotify.com/v1/audio-analysis/7ql71hBakyMi0Lxiq3Mugs,0.51,226747.0,0.835,7ql71hBakyMi0Lxiq3Mugs,0.0,3.0,0.219,-4.673,1.0,0.0447,140.024,4.0,https://api.spotify.com/v1/tracks/7ql71hBakyMi0Lxiq3Mugs,audio_features,spotify:track:7ql71hBakyMi0Lxiq3Mugs,0.435,
0.291,https://api.spotify.com/v1/audio-analysis/3pM5vFRWDEvLtX31BC8FOd,0.715,159153.0,0.5,3pM5vFRWDEvLtX31BC8FOd,0.0,9.0,0.557,-6.373,0.0,0.147,105.026,4.0,https://api.spotify.com/v1/tracks/3pM5vFRWDEvLtX31BC8FOd,audio_features,spotify:track:3pM5vFRWDEvLtX31BC8FOd,0.546,
0.0476,https://api.spotify.com/v1/audio-analysis/7K7MUBCnzgBAvMVW2RTWNs,0.752,163216.0,0.764,7K7MUBCnzgBAvMVW2RTWNs,9.44e-05,1.0,0.0543,-4.399,1.0,0.038,121.958,4.0,https://api.spotify.com/v1/tracks/7K7MUBCnzgBAvMVW2RTWNs,audio_features,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,0.582,
0.269,https://api.spotify.com/v1/audio-analysis/2qfEcCkEo5NscA9GL7ER72,0.673,211040.0,0.687,2qfEcCkEo5NscA9GL7ER72,0.0,6.0,0.181,-5.295,0.0,0.0623,96.964,4.0,https://api.spotify.com/v1/tracks/2qfEcCkEo5NscA9GL7ER72,audio_features,spotify:track:2qfEcCkEo5NscA9GL7ER72,0.524,
0.0153,https://api.spotify.com/v1/audio-analysis/1wJRveJZLSb1rjhnUHQiv6,0.581,189487.0,0.662,1wJRveJZLSb1rjhnUHQiv6,0.0,9.0,0.111,-5.239,1.0,0.303,93.023,4.0,https://api.spotify.com/v1/tracks/1wJRveJZLSb1rjhnUHQiv6,audio_features,spotify:track:1wJRveJZLSb1rjhnUHQiv6,0.434,
0.455,https://api.spotify.com/v1/audio-analysis/5SHhPFh68OhUmuRPymKX9d,0.679,183428.0,0.572,5SHhPFh68OhUmuRPymKX9d,2.41e-06,5.0,0.127,-6.703,1.0,0.0781,92.859,4.0,https://api.spotify.com/v1/tracks/5SHhPFh68OhUmuRPymKX9d,audio_features,spotify:track:5SHhPFh68OhUmuRPymKX9d,0.542,
0.193,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,0.579,190947.0,0.904,1rqqCSm0Qe4I9rUvWncaom,0.0,5.0,0.064,-2.729,1.0,0.0618,82.014,4.0,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,audio_features,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.681,
0.258,https://api.spotify.com/v1/audio-analysis/1E6DEDWDKHoOW0fcFuDghV,0.697,165840.0,0.551,1E6DEDWDKHoOW0fcFuDghV,0.00551,11.0,0.124,-8.833,1.0,0.0815,89.0,4.0,https://api.spotify.com/v1/tracks/1E6DEDWDKHoOW0fcFuDghV,audio_features,spotify:track:1E6DEDWDKHoOW0fcFuDghV,0.219,
0.549,https://api.spotify.com/v1/audio-analysis/7FGq80cy8juXBCD2nrqdWU,0.632,170770.0,0.686,7FGq80cy8juXBCD2nrqdWU,0.0,6.0,0.2,-7.665,0.0,0.243,89.949,4.0,https://api.spotify.com/v1/tracks/7FGq80cy8juXBCD2nrqdWU,audio_features,spotify:track:7FGq80cy8juXBCD2nrqdWU,0.329,
0.606,https://api.spotify.com/v1/audio-analysis/5kfNriitmkNE8mUbZ7gbq8,0.551,210667.0,0.44,5kfNriitmkNE8mUbZ7gbq8,3.02e-05,10.0,0.11,-8.559,1.0,0.0985,167.923,4.0,https://api.spotify.com/v1/tracks/5kfNriitmkNE8mUbZ7gbq8,audio_features,spotify:track:5kfNriitmkNE8mUbZ7gbq8,0.341,
0.778,https://api.spotify.com/v1/audio-analysis/4QIo4oxwzzafcBWkKjDpXY,0.512,243725.0,0.128,4QIo4oxwzzafcBWkKjDpXY,0.00118,9.0,0.277,-17.827,1.0,0.313,109.102,4.0,https://api.spotify.com/v1/tracks/4QIo4oxwzzafcBWkKjDpXY,audio_features,spotify:track:4QIo4oxwzzafcBWkKjDpXY,0.0473,
0.0244,https://api.spotify.com/v1/audio-analysis/7j8K8PE1tO2TvhY15E8ZcD,0.837,188273.0,0.802,7j8K8PE1tO2TvhY15E8ZcD,0.00874,4.0,0.307,-6.507,0.0,0.188,127.008,4.0,https://api.spotify.com/v1/tracks/7j8K8PE1tO2TvhY15E8ZcD,audio_features,spotify:track:7j8K8PE1tO2TvhY15E8ZcD,0.453,
